timestamp_ms,left_count,right_count,left_speed_ms,right_speed_ms,left_pwm,right_pwm,left_direction,right_direction
336324,9257,3832,0.023,0.000,50,50,1,1
336424,9281,3843,0.023,0.000,60,60,1,1
336524,9313,3855,0.023,0.000,60,60,1,1
336624,9346,3867,1.521,0.645,60,60,1,1
336724,9382,3879,1.521,0.645,60,60,1,1
336824,9418,3891,2.004,0.691,60,60,1,1
336924,9454,3903,2.004,0.691,60,60,1,1
337024,9493,3916,2.004,0.691,60,60,1,1
337124,9532,3928,2.143,0.691,60,60,1,1
337224,9569,3939,2.143,0.691,60,60,1,1
337324,9607,3951,2.212,0.691,60,60,1,1
337424,9644,3964,2.212,0.691,60,60,1,1
337524,9682,3977,2.212,0.691,60,60,1,1
337624,9721,3988,2.142,0.714,60,60,1,1
337724,9759,4001,2.142,0.714,60,60,1,1
337824,9797,4013,2.212,0.691,60,60,1,1
337924,9835,4025,2.212,0.691,60,60,1,1
338024,9872,4036,2.212,0.691,60,60,1,1
338124,9910,4050,2.189,0.691,60,60,1,1
338224,9947,4062,2.189,0.691,60,60,1,1
338324,9985,4075,2.142,0.737,60,60,1,1
338424,10024,4087,2.142,0.737,60,60,1,1
338524,10062,4100,2.142,0.737,60,60,1,1
338624,10100,4111,2.235,0.714,60,60,1,1
338724,10138,4123,2.235,0.714,60,60,1,1
338824,10175,4135,2.165,0.691,60,60,1,1
338924,10213,4147,2.165,0.691,60,60,1,1
339024,10251,4159,2.165,0.691,60,60,1,1
339124,10288,4171,2.165,0.691,60,60,1,1
339224,10327,4183,2.165,0.691,60,60,1,1
339324,10364,4195,2.189,0.691,60,60,1,1
339424,10403,4207,2.189,0.691,60,60,1,1
339524,10442,4219,2.189,0.691,60,60,1,1
339624,10479,4231,2.212,0.691,60,60,1,1
339724,10516,4243,2.212,0.691,60,60,1,1
339824,10552,4255,2.119,0.691,60,60,1,1
339924,10589,4268,2.119,0.691,60,60,1,1
340024,10626,4280,2.119,0.691,60,60,1,1
340124,10664,4292,2.143,0.714,60,60,1,1
340224,10701,4304,2.143,0.714,60,60,1,1
340324,10738,4316,2.143,0.668,60,60,1,1
340424,10775,4328,2.143,0.668,60,60,1,1
340524,10814,4339,2.143,0.668,60,60,1,1
340624,10852,4351,2.189,0.691,60,60,1,1
340724,10890,4363,2.189,0.691,60,60,1,1
340824,10928,4375,2.189,0.691,60,60,1,1
340924,10965,4387,2.189,0.691,60,60,1,1
341024,11002,4399,2.189,0.691,60,60,1,1
341124,11039,4411,2.142,0.691,60,60,1,1
341224,11076,4424,2.142,0.691,60,60,1,1
341324,11114,4436,2.142,0.714,60,60,1,1
341424,11152,4448,2.142,0.714,60,60,1,1
341524,11190,4460,2.142,0.714,60,60,1,1
341624,11228,4472,2.166,0.691,60,60,1,1
341724,11266,4484,2.166,0.691,60,60,1,1
