timestamp_ms,left_count,right_count,left_speed_ms,right_speed_ms,left_pwm,right_pwm,left_direction,right_direction
121232,795,434,0.000,0.000,25,25,1,1
121332,806,439,0.253,0.115,25,25,1,1
121432,816,445,0.253,0.115,25,25,1,1
121532,826,451,0.576,0.346,25,25,1,1
121632,837,456,0.576,0.346,25,25,1,1
121732,847,462,0.576,0.346,25,25,1,1
121832,857,468,0.599,0.323,25,25,1,1
121932,868,473,0.599,0.323,25,25,1,1
122032,878,479,0.599,0.323,25,25,1,1
122132,888,485,0.599,0.323,25,25,1,1
122232,898,490,0.599,0.323,25,25,1,1
122332,908,496,0.576,0.323,25,25,1,1
122432,918,501,0.576,0.323,25,25,1,1
122532,929,507,0.576,0.323,25,25,1,1
122632,939,513,0.576,0.323,25,25,1,1
122732,949,518,0.576,0.323,25,25,1,1
122832,960,524,0.599,0.323,25,25,1,1
122932,969,530,0.599,0.323,25,25,1,1
123032,979,535,0.576,0.323,25,25,1,1
123132,989,541,0.576,0.323,25,25,1,1
123232,1000,547,0.576,0.323,25,25,1,1
123332,1010,552,0.576,0.323,25,25,1,1
123432,1020,558,0.576,0.323,25,25,1,1
123532,1031,563,0.599,0.323,25,25,1,1
123632,1041,569,0.599,0.323,25,25,1,1
123732,1051,575,0.599,0.323,25,25,1,1
123832,1061,580,0.576,0.323,25,25,1,1
123932,1071,586,0.576,0.323,25,25,1,1
124032,1081,592,0.599,0.346,25,25,1,1
124132,1091,597,0.599,0.346,25,25,1,1
124232,1102,603,0.599,0.346,25,25,1,1
124332,1112,609,0.599,0.323,25,25,1,1
124432,1122,614,0.599,0.323,25,25,1,1
124532,1132,620,0.576,0.323,25,25,1,1
124632,1142,626,0.576,0.323,25,25,1,1
124732,1152,631,0.576,0.323,25,25,1,1
124832,1162,637,0.576,0.323,25,25,1,1
124932,1172,642,0.576,0.323,25,25,1,1
125032,1183,648,0.599,0.323,25,25,1,1
125132,1193,654,0.599,0.323,25,25,1,1
125232,1203,659,0.599,0.323,25,25,1,1
125332,1213,665,0.576,0.323,25,25,1,1
125432,1223,671,0.576,0.323,25,25,1,1
125532,1233,676,0.576,0.323,25,25,1,1
125632,1244,682,0.576,0.323,25,25,1,1
125732,1254,688,0.576,0.323,25,25,1,1
125832,1264,693,0.599,0.323,25,25,1,1
125932,1274,699,0.599,0.323,25,25,1,1
126032,1285,705,0.576,0.323,25,25,1,1
126132,1294,710,0.576,0.323,25,25,1,1
126232,1304,716,0.576,0.323,25,25,1,1
126332,1314,721,0.576,0.323,25,25,1,1
126432,1324,727,0.576,0.323,25,25,1,1
126532,1335,733,0.576,0.346,25,25,1,1
126632,1345,738,0.576,0.346,25,25,1,1
